"id","food_id","variation_id","option_name","option_price","restaurant_price","total_stock","stock_type","sell_count","created_at","updated_at"
"296","2602","163","Sandwich Meal","172.000",NULL,"0","unlimited","0","2025-10-31 19:17:07","2025-10-31 19:17:07"
"297","2603","164","Sandwich","103.000",NULL,"0","unlimited","0","2025-10-31 19:23:39","2025-10-31 19:23:39"
"298","2603","164","Sandwich Meal","197.000",NULL,"0","unlimited","0","2025-10-31 19:23:39","2025-10-31 19:23:39"
"299","2604","165","Sandwich","140.000",NULL,"0","unlimited","0","2025-10-31 19:29:20","2025-10-31 19:29:20"
"300","2604","165","Sandwich Meal","229.000",NULL,"0","unlimited","0","2025-10-31 19:29:21","2025-10-31 19:29:21"
"301","2607","166","Burger","57.000",NULL,"0","unlimited","0","2025-11-01 13:03:27","2025-11-01 13:03:27"
"302","2607","166","Burger Meal","151.000",NULL,"0","unlimited","0","2025-11-01 13:03:27","2025-11-01 13:03:27"
"303","2608","167","Burger","68.000",NULL,"0","unlimited","0","2025-11-01 13:05:54","2025-11-01 13:05:54"
"304","2608","167","Burger Meal","151.000",NULL,"0","unlimited","0","2025-11-01 13:05:54","2025-11-01 13:05:54"
"305","2609","168","Burger","82.000",NULL,"0","unlimited","0","2025-11-01 13:12:12","2025-11-01 13:12:12"
"306","2609","168","Burger Meal","175.000",NULL,"0","unlimited","0","2025-11-01 13:12:12","2026-02-28 11:53:14"
"307","2610","169","Burger","81.000",NULL,"0","unlimited","0","2025-11-01 14:56:52","2026-01-17 09:18:37"
"308","2610","169","Burger Meal","161.000",NULL,"0","unlimited","0","2025-11-01 14:56:52","2025-11-01 14:56:52"
"309","2611","170","Burger","88.000",NULL,"0","unlimited","0","2025-11-01 15:02:06","2025-11-01 15:02:06"
"310","2611","170","Burger Meal","186.000",NULL,"0","unlimited","0","2025-11-01 15:02:06","2025-11-01 15:02:06"
"311","2612","171","Burger","88.000",NULL,"0","unlimited","0","2025-11-01 15:04:52","2025-11-01 15:04:52"
"312","2612","171","Burger Meal","186.000",NULL,"0","unlimited","0","2025-11-01 15:04:52","2025-11-01 15:04:52"
"313","2613","172","Burger","79.000",NULL,"0","unlimited","0","2025-11-01 15:09:24","2025-11-01 15:09:24"
"314","2613","172","Burger Meal","172.000",NULL,"0","unlimited","0","2025-11-01 15:09:24","2025-11-01 15:09:24"
"315","2614","173","Burger","103.000",NULL,"0","unlimited","0","2025-11-01 15:11:59","2025-11-01 15:11:59"
"316","2614","173","Burger Meal","193.000",NULL,"0","unlimited","0","2025-11-01 15:11:59","2025-11-01 15:15:54"
"317","2615","174","Burger","103.000",NULL,"0","unlimited","0","2025-11-01 15:15:30","2025-11-01 15:15:30"
"318","2615","174","Burger Meal","193.000",NULL,"0","unlimited","0","2025-11-01 15:15:30","2025-11-01 15:15:30"
"319","2616","175","Burger","125.000",NULL,"0","unlimited","0","2025-11-01 15:19:22","2025-11-01 15:19:22"
"320","2616","175","Burger Meal","217.000",NULL,"0","unlimited","0","2025-11-01 15:19:22","2025-11-01 15:19:22"
"321","2617","176","Burger","68.000",NULL,"0","unlimited","0","2025-11-01 15:28:26","2025-11-01 15:28:26"
"322","2617","176","Burger Meal","161.000",NULL,"0","unlimited","0","2025-11-01 15:28:26","2025-11-01 15:28:26"
"323","2618","177","Burger","114.000",NULL,"0","unlimited","0","2025-11-01 15:30:59","2025-11-01 15:30:59"
"324","2618","177","Burger Meal","229.000",NULL,"0","unlimited","0","2025-11-01 15:30:59","2025-11-01 15:30:59"
"325","2619","178","Burger","140.000",NULL,"0","unlimited","0","2025-11-01 15:35:05","2025-11-01 15:35:05"
"326","2619","178","Burger Meal","229.000",NULL,"0","unlimited","0","2025-11-01 15:35:05","2025-11-01 15:35:05"
"327","2266","45","Medium","331.000",NULL,"0","unlimited","0","2025-11-02 15:07:09","2026-04-15 18:18:18"
"328","2621","179","100 ML","57.000",NULL,"0","unlimited","0","2025-11-04 11:15:34","2025-11-04 11:15:34"
"329","2621","179","300 ML","114.000",NULL,"0","unlimited","0","2025-11-04 11:15:34","2025-11-04 11:15:34"
"330","2622","180","100 ML","82.000",NULL,"0","unlimited","0","2025-11-04 11:22:31","2025-11-04 11:22:31"
"331","2622","180","300 ML","172.000",NULL,"0","unlimited","0","2025-11-04 11:22:31","2025-11-04 11:22:31"
"332","2623","181","100 ML","82.000",NULL,"0","unlimited","0","2025-11-04 11:24:29","2025-11-04 11:24:29"
"333","2623","181","300 ML","172.000",NULL,"0","unlimited","0","2025-11-04 11:24:29","2025-11-04 11:24:29"
"334","2624","182","Small","213.000",NULL,"0","unlimited","0","2025-11-06 12:04:48","2025-11-06 12:04:48"
"335","2624","182","Medium","311.000",NULL,"0","unlimited","0","2025-11-06 12:04:48","2025-11-06 12:04:48"
"336","2624","182","Large","446.000",NULL,"0","unlimited","0","2025-11-06 12:04:48","2025-11-06 12:04:48"
"337","2625","183","Small","249.000",NULL,"0","unlimited","0","2025-11-06 12:07:17","2025-11-06 12:07:17"
"338","2625","183","Medium","384.000",NULL,"0","unlimited","0","2025-11-06 12:07:17","2025-11-06 12:07:17"
"339","2625","183","Large","556.000",NULL,"0","unlimited","0","2025-11-06 12:07:17","2025-11-06 12:07:17"
"340","2626","184","Small","249.000",NULL,"0","unlimited","0","2025-11-06 12:09:36","2025-11-06 12:09:36"
"341","2626","184","Medium","384.000",NULL,"0","unlimited","0","2025-11-06 12:09:36","2025-11-06 12:09:36"
"342","2626","184","Large","556.000",NULL,"0","unlimited","0","2025-11-06 12:09:36","2025-11-06 12:09:36"
"343","2627","185","Small","224.000",NULL,"0","unlimited","0","2025-11-06 12:12:16","2025-11-06 12:12:16"
"344","2627","185","Medium","321.000",NULL,"0","unlimited","0","2025-11-06 12:12:16","2025-11-06 12:12:16"
"345","2627","185","Large","458.000",NULL,"0","unlimited","0","2025-11-06 12:12:16","2025-11-06 12:12:16"
"346","2628","186","Small","249.000",NULL,"0","unlimited","0","2025-11-06 12:14:38","2025-11-06 12:14:38"
"347","2628","186","Medium","384.000",NULL,"0","unlimited","0","2025-11-06 12:14:38","2025-11-06 12:14:38"
"348","2628","186","Large","530.000",NULL,"0","unlimited","0","2025-11-06 12:14:38","2025-11-06 12:14:38"
"349","2629","187","Medium","432.000",NULL,"0","unlimited","0","2025-11-06 12:19:43","2025-11-06 12:19:43"
"350","2629","187","Large","608.000",NULL,"0","unlimited","0","2025-11-06 12:19:43","2025-11-06 12:19:43"
"351","2631","188","Small","151.000",NULL,"0","unlimited","0","2025-11-06 12:24:08","2025-11-06 12:24:08"
"352","2631","188","Medium","224.000",NULL,"0","unlimited","0","2025-11-06 12:24:08","2025-11-06 12:24:08"
"353","2631","188","Large","348.000",NULL,"0","unlimited","0","2025-11-06 12:24:08","2025-11-06 12:24:08"
"354","2632","189","Small","176.000",NULL,"0","unlimited","0","2025-11-06 12:26:33","2025-11-06 12:26:33"
"355","2632","189","Medium","259.000",NULL,"0","unlimited","0","2025-11-06 12:26:33","2025-11-06 12:26:33"
"356","2632","189","Large","359.000",NULL,"0","unlimited","0","2025-11-06 12:26:33","2025-11-06 12:26:33"
"357","2633","190","Small","186.000",NULL,"0","unlimited","0","2025-11-06 12:31:03","2025-11-06 12:31:03"
"358","2633","190","Medium","286.000",NULL,"0","unlimited","0","2025-11-06 12:31:03","2025-11-06 12:31:03"
"359","2633","190","Large","421.000",NULL,"0","unlimited","0","2025-11-06 12:31:03","2025-11-06 12:31:03"
"360","2634","191","Small","186.000",NULL,"0","unlimited","0","2025-11-06 12:34:10","2025-11-06 12:34:10"
"361","2634","191","Medium","286.000",NULL,"0","unlimited","0","2025-11-06 12:34:10","2025-11-06 12:34:10"
"362","2634","191","Large","395.000",NULL,"0","unlimited","0","2025-11-06 12:34:10","2025-11-06 12:34:10"
"363","2635","192","Small","186.000",NULL,"0","unlimited","0","2025-11-06 12:37:25","2025-11-06 12:37:25"
"364","2635","192","Medium","286.000",NULL,"0","unlimited","0","2025-11-06 12:37:25","2025-11-06 12:37:25"
"365","2635","192","Large","421.000",NULL,"0","unlimited","0","2025-11-06 12:37:25","2025-11-06 12:37:25"
"371","2268","37","Medium","386.000",NULL,"0","unlimited","0","2025-11-18 15:10:01","2026-04-15 18:28:24"
"372","2769","195","Regular","217.000",NULL,"0","unlimited","0","2025-11-19 11:49:44","2025-11-19 11:49:44"
"373","2769","195","Medium","436.000",NULL,"0","unlimited","0","2025-11-19 11:49:44","2025-11-19 11:49:44"
"374","2770","196","Regular","255.000",NULL,"0","unlimited","0","2025-11-19 11:53:57","2025-11-19 11:53:57"
"375","2770","196","Medium","509.000",NULL,"0","unlimited","0","2025-11-19 11:53:57","2025-11-19 11:53:57"
"376","2771","197","Regular","265.000",NULL,"0","unlimited","0","2025-11-19 11:57:32","2025-11-19 11:57:32"
"377","2771","197","Medium","515.000",NULL,"0","unlimited","0","2025-11-19 11:57:32","2025-11-19 11:57:32"
"378","2772","198","Regular","311.000",NULL,"0","unlimited","0","2025-11-19 11:59:55","2025-11-19 11:59:55"
"379","2772","198","Medium","598.000",NULL,"0","unlimited","0","2025-11-19 11:59:55","2025-11-19 11:59:55"
"380","2773","199","Regular","332.000",NULL,"0","unlimited","0","2025-11-19 12:02:33","2025-11-19 12:02:33"
"381","2773","199","Medium","629.000",NULL,"0","unlimited","0","2025-11-19 12:02:33","2025-11-19 12:02:33"
"382","2777","200","Regular","113.000",NULL,"0","unlimited","0","2025-11-27 13:09:18","2025-11-27 13:09:18"
"383","2777","200","Medium","228.000",NULL,"0","unlimited","0","2025-11-27 13:09:18","2025-11-27 13:09:18"
"384","2777","200","Large","342.000",NULL,"0","unlimited","0","2025-11-27 13:09:18","2025-11-27 13:09:18"
"385","2778","201","Regular","130.000",NULL,"0","unlimited","0","2025-11-27 13:13:29","2025-11-27 13:13:29"
"386","2778","201","Medium","255.000",NULL,"0","unlimited","0","2025-11-27 13:13:29","2025-11-27 13:13:29"
"387","2778","201","Large","457.000",NULL,"0","unlimited","0","2025-11-27 13:13:29","2025-11-27 13:13:29"
"388","2779","202","Regular","172.000",NULL,"0","unlimited","0","2025-11-27 13:19:33","2025-11-27 13:19:33"
"389","2779","202","Medium","342.000",NULL,"0","unlimited","0","2025-11-27 13:19:33","2025-11-27 13:19:33"
"390","2779","202","Large","457.000",NULL,"0","unlimited","0","2025-11-27 13:19:33","2025-11-27 13:19:33"
"391","2780","203","Regular","172.000",NULL,"0","unlimited","0","2025-11-27 13:24:12","2025-11-27 13:24:12"
"392","2780","203","Medium","342.000",NULL,"0","unlimited","0","2025-11-27 13:24:12","2025-11-27 13:24:12"
"393","2780","203","Large","457.000",NULL,"0","unlimited","0","2025-11-27 13:24:12","2025-11-27 13:24:12"
"394","2781","204","Regular","172.000",NULL,"0","unlimited","0","2025-11-27 13:30:03","2025-11-27 13:30:03"
"395","2781","204","Medium","342.000",NULL,"0","unlimited","0","2025-11-27 13:30:03","2025-11-27 13:30:03"
"396","2781","204","Large","457.000",NULL,"0","unlimited","0","2025-11-27 13:30:03","2025-11-27 13:30:03"
"397","2782","205","Regular","197.000",NULL,"0","unlimited","0","2025-11-27 13:35:17","2025-11-27 13:35:17"
"398","2782","205","Medium","400.000",NULL,"0","unlimited","0","2025-11-27 13:35:17","2025-11-27 13:35:17"
"399","2782","205","Large","571.000",NULL,"0","unlimited","0","2025-11-27 13:35:17","2025-11-27 13:35:17"
"400","2783","206","Regular","192.000",NULL,"0","unlimited","0","2025-11-27 13:39:50","2025-11-27 13:39:50"
"401","2783","206","Medium","400.000",NULL,"0","unlimited","0","2025-11-27 13:39:50","2025-11-27 13:39:50"
"402","2783","206","Large","515.000",NULL,"0","unlimited","0","2025-11-27 13:39:50","2025-11-27 13:39:50"
"403","2784","207","Regular","192.000",NULL,"0","unlimited","0","2025-11-27 13:43:09","2025-11-27 13:43:09"
"404","2784","207","Medium","400.000",NULL,"0","unlimited","0","2025-11-27 13:43:09","2025-11-27 13:43:09"
"405","2784","207","Large","515.000",NULL,"0","unlimited","0","2025-11-27 13:43:09","2025-11-27 13:43:09"
"406","2785","208","Regular","207.000",NULL,"0","unlimited","0","2025-11-27 13:46:20","2025-11-27 13:46:20"
"407","2785","208","Medium","436.000",NULL,"0","unlimited","0","2025-11-27 13:46:20","2025-11-27 13:46:20"
"408","2785","208","Large","619.000",NULL,"0","unlimited","0","2025-11-27 13:46:20","2025-11-27 13:46:20"
"409","2786","209","Regular","228.000",NULL,"0","unlimited","0","2025-11-27 13:51:44","2025-11-27 13:51:44"
"410","2786","209","Medium","436.000",NULL,"0","unlimited","0","2025-11-27 13:51:44","2025-11-27 13:51:44"
"411","2786","209","Large","629.000",NULL,"0","unlimited","0","2025-11-27 13:51:44","2025-11-27 13:51:44"
"412","2800","210","Burger","47.000",NULL,"0","unlimited","0","2025-12-01 17:56:13","2025-12-01 17:56:13"
"413","2800","210","Burger Meal","140.000",NULL,"0","unlimited","0","2025-12-01 17:56:13","2025-12-01 17:56:13"
"414","2801","211","Burger","57.000",NULL,"0","unlimited","0","2025-12-01 18:07:35","2025-12-01 18:07:35"
"415","2801","211","Burger Meal","151.000",NULL,"0","unlimited","0","2025-12-01 18:07:35","2025-12-01 18:07:35"
"416","2802","212","Burger","62.000",NULL,"0","unlimited","0","2025-12-01 18:19:31","2025-12-01 18:19:31"
"417","2802","212","Burger Meal","155.000",NULL,"0","unlimited","0","2025-12-01 18:19:31","2025-12-01 18:19:31"
"418","2803","213","Burger","78.000",NULL,"0","unlimited","0","2025-12-01 18:23:33","2025-12-01 18:23:33"
"419","2803","213","Burger Meal","165.000",NULL,"0","unlimited","0","2025-12-01 18:23:33","2025-12-01 18:23:33"
"420","2804","214","Burger","78.000",NULL,"0","unlimited","0","2025-12-01 18:30:12","2025-12-01 18:30:12"
"421","2804","214","Burger Meal","165.000",NULL,"0","unlimited","0","2025-12-01 18:30:12","2025-12-01 18:30:12"
"422","2805","215","Burger","78.000",NULL,"0","unlimited","0","2025-12-01 18:37:06","2025-12-01 18:37:06"
"423","2805","215","Burger Meal","172.000",NULL,"0","unlimited","0","2025-12-01 18:37:06","2025-12-01 18:37:06"
"424","2806","216","Burger","78.000",NULL,"0","unlimited","0","2025-12-01 18:41:40","2025-12-01 18:41:40"
"425","2806","216","Burger Meal","172.000",NULL,"0","unlimited","0","2025-12-01 18:41:40","2025-12-01 18:41:40"
"426","2807","217","Burger","93.000",NULL,"0","unlimited","0","2025-12-01 18:56:01","2025-12-01 18:56:01"
"427","2807","217","Burger Meal","182.000",NULL,"0","unlimited","0","2025-12-01 18:56:01","2025-12-01 18:56:01"
"428","2808","218","Burger","113.000",NULL,"0","unlimited","0","2025-12-01 18:59:40","2025-12-01 18:59:40"
"429","2808","218","Burger Meal","207.000",NULL,"0","unlimited","0","2025-12-01 18:59:40","2025-12-01 18:59:40"
"430","2809","219","Burger","130.000",NULL,"0","unlimited","0","2025-12-01 19:05:26","2025-12-01 19:05:26"
"431","2809","219","Burger Meal","217.000",NULL,"0","unlimited","0","2025-12-01 19:05:26","2025-12-01 19:05:26"
"432","2810","220","Sandwich","57.000",NULL,"0","unlimited","0","2025-12-01 19:11:35","2025-12-01 19:11:35"
"433","2810","220","Sandwich Meal","161.000",NULL,"0","unlimited","0","2025-12-01 19:11:35","2025-12-01 19:11:35"
"434","2811","221","Sandwich","68.000",NULL,"0","unlimited","0","2025-12-01 19:15:49","2025-12-01 19:15:49"
"435","2811","221","Sandwich Meal","172.000",NULL,"0","unlimited","0","2025-12-01 19:15:49","2025-12-01 19:15:49"
"436","2812","222","Sandwich","78.000",NULL,"0","unlimited","0","2025-12-01 19:20:17","2025-12-01 19:20:17"
"437","2812","222","Sandwich Meal","182.000",NULL,"0","unlimited","0","2025-12-01 19:20:17","2025-12-01 19:20:17"
"438","2813","223","Sandwich","78.000",NULL,"0","unlimited","0","2025-12-01 19:25:24","2025-12-01 19:25:24"
"439","2813","223","Sandwich Meal","182.000",NULL,"0","unlimited","0","2025-12-01 19:25:24","2025-12-01 19:25:24"
"440","2814","224","Sandwich","93.000",NULL,"0","unlimited","0","2025-12-01 19:30:06","2025-12-01 19:30:06"
"441","2814","224","Sandwich Meal","192.000",NULL,"0","unlimited","0","2025-12-01 19:30:06","2025-12-01 19:30:06"
"442","2815","225","Sandwich","113.000",NULL,"0","unlimited","0","2025-12-01 19:34:09","2025-12-01 19:34:09"
"443","2815","225","Sandwich Meal","217.000",NULL,"0","unlimited","0","2025-12-01 19:34:09","2025-12-01 19:34:09"
"444","2291","76","250 GMS","69.000",NULL,"0","unlimited","0","2025-12-02 12:36:12","2025-12-02 12:36:12"
"445","2817","226","Allo Tikki Wrap","68.000",NULL,"0","unlimited","0","2025-12-02 16:38:40","2025-12-02 16:38:40"
"446","2817","226","Wrap Meal","172.000",NULL,"0","unlimited","0","2025-12-02 16:38:40","2025-12-02 16:38:40"
"447","2818","227","Veg Wrap","78.000",NULL,"0","unlimited","0","2025-12-02 16:42:42","2025-12-02 16:42:42"
"448","2818","227","Wrap Meal","182.000",NULL,"0","unlimited","0","2025-12-02 16:42:42","2025-12-02 16:42:42"
"449","2819","228","Corn Chesse Wrap","93.000",NULL,"0","unlimited","0","2025-12-02 16:48:09","2025-12-02 16:48:09"
"450","2819","228","Wrap Meal","197.000",NULL,"0","unlimited","0","2025-12-02 16:48:09","2025-12-02 16:48:09"
"451","2820","229","Paneer Wrap","93.000",NULL,"0","unlimited","0","2025-12-02 17:00:28","2025-12-02 17:00:28"
"452","2820","229","Wrap Meal","197.000",NULL,"0","unlimited","0","2025-12-02 17:00:28","2025-12-02 17:00:28"
"453","927","230","pav bhaji","113.000",NULL,"0","unlimited","0","2025-12-08 15:21:13","2025-12-08 15:21:13"
"454","927","230","Extra Pav","26.000",NULL,"0","unlimited","0","2025-12-08 15:21:13","2025-12-08 15:21:13"
"455","2901","231","Quater","286.000",NULL,"0","unlimited","0","2025-12-17 19:20:57","2025-12-17 19:20:57"
"456","2901","231","Half","572.000",NULL,"0","unlimited","0","2025-12-17 19:20:57","2025-12-17 19:20:57"
"457","2901","231","Full","1144.000",NULL,"0","unlimited","0","2025-12-17 19:20:57","2025-12-17 19:20:57"
"458","2197","18","Medium","420.000",NULL,"0","unlimited","0","2025-12-21 17:59:51","2026-04-15 18:30:14"
"459","2257","35","Large","259.000",NULL,"0","unlimited","0","2025-12-21 18:03:33","2026-04-15 18:11:51"
"460","2265","43","Medium","259.000",NULL,"0","unlimited","0","2025-12-21 18:04:53","2026-04-15 18:14:53"
"461","2267","47","Medium","345.000",NULL,"0","unlimited","0","2025-12-21 18:09:28","2026-04-15 18:23:09"
"462","2269","39","Medium","225.000",NULL,"0","unlimited","0","2025-12-21 18:10:53","2026-04-15 18:09:21"
"463","2270","46","Medium","345.000",NULL,"0","unlimited","0","2025-12-21 18:12:19","2026-04-15 18:21:11"
"464","2272","53","Medium","443.000",NULL,"0","unlimited","0","2025-12-21 18:13:45","2026-04-15 18:31:51"
"465","2275","57","Medium","363.000",NULL,"0","unlimited","0","2025-12-21 18:15:29","2026-04-15 18:03:38"
"467","2906","232","Small","57.000",NULL,"0","unlimited","0","2025-12-29 19:16:02","2025-12-29 19:16:02"
"468","2906","232","Medium","82.000",NULL,"0","unlimited","0","2025-12-29 19:16:02","2025-12-29 19:16:02"
"469","2906","232","Large","103.000",NULL,"0","unlimited","0","2025-12-29 19:16:02","2025-12-29 19:16:02"
"470","2907","233","small","57.000",NULL,"0","unlimited","0","2025-12-29 19:23:24","2025-12-29 19:23:24"
"471","2907","233","Medium","82.000",NULL,"0","unlimited","0","2025-12-29 19:23:24","2025-12-29 19:23:24"
"472","2907","233","Large","103.000",NULL,"0","unlimited","0","2025-12-29 19:23:24","2025-12-29 19:23:24"
"473","2908","234","Small","72.000",NULL,"0","unlimited","0","2025-12-29 19:28:31","2026-02-17 15:09:22"
"474","2908","234","Medium","93.000",NULL,"0","unlimited","0","2025-12-29 19:28:31","2026-02-17 15:09:22"
"475","2908","234","Large","114.000",NULL,"0","unlimited","0","2025-12-29 19:28:31","2026-02-17 15:09:22"
"476","2909","235","Small","72.000",NULL,"0","unlimited","0","2025-12-29 19:37:30","2026-02-17 15:08:30"
"477","2909","235","Medium","93.000",NULL,"0","unlimited","0","2025-12-29 19:37:30","2026-02-17 15:08:30"
"478","2909","235","Large","114.000",NULL,"0","unlimited","0","2025-12-29 19:37:30","2026-02-17 15:08:30"
"479","2910","236","Small","72.000",NULL,"0","unlimited","0","2025-12-29 19:41:58","2026-02-17 15:07:35"
"480","2910","236","Medium","93.000",NULL,"0","unlimited","0","2025-12-29 19:41:58","2026-02-17 15:07:35"
"481","2910","236","Large","114.000",NULL,"0","unlimited","0","2025-12-29 19:41:58","2026-02-17 15:07:35"
"482","2911","237","Small","72.000",NULL,"0","unlimited","0","2025-12-29 19:46:14","2026-02-17 15:06:38"
"483","2911","237","Medium","93.000",NULL,"0","unlimited","0","2025-12-29 19:46:14","2026-02-17 15:06:38"
"484","2911","237","Large","114.000",NULL,"0","unlimited","0","2025-12-29 19:46:14","2026-02-17 15:06:38"
"485","2912","238","Small","72.000",NULL,"0","unlimited","0","2025-12-29 19:53:07","2026-02-17 15:04:23"
"486","2912","238","Medium","93.000",NULL,"0","unlimited","0","2025-12-29 19:53:07","2026-02-17 15:04:23"
"487","2912","238","Large","114.000",NULL,"0","unlimited","0","2025-12-29 19:53:07","2026-02-17 15:04:23"
"488","2913","239","Small","82.000",NULL,"0","unlimited","0","2025-12-29 19:57:26","2026-02-17 15:01:56"
"489","2913","239","Medium","103.000",NULL,"0","unlimited","0","2025-12-29 19:57:26","2026-02-17 15:01:56"
"490","2913","239","Large","130.000",NULL,"0","unlimited","0","2025-12-29 19:57:26","2026-02-17 15:01:56"
"491","2914","240","Small","82.000",NULL,"0","unlimited","0","2026-01-01 15:36:46","2026-01-01 15:36:46"
"492","2914","240","Medium","114.000",NULL,"0","unlimited","0","2026-01-01 15:36:46","2026-01-01 15:36:46"
"493","2914","240","Large","151.000",NULL,"0","unlimited","0","2026-01-01 15:36:46","2026-01-01 15:36:46"
"494","2915","241","Small","82.000",NULL,"0","unlimited","0","2026-01-01 15:52:21","2026-01-01 15:52:21"
"495","2915","241","Medium","114.000",NULL,"0","unlimited","0","2026-01-01 15:52:21","2026-01-01 15:52:21"
"496","2915","241","Large","151.000",NULL,"0","unlimited","0","2026-01-01 15:52:21","2026-01-01 15:52:21"
"497","2916","242","small","114.000",NULL,"0","unlimited","0","2026-01-01 16:05:40","2026-02-17 15:29:09"
"499","2917","243","Small","72.000",NULL,"0","unlimited","0","2026-01-01 16:14:36","2026-02-17 14:58:05"
"500","2917","243","Medium","93.000",NULL,"0","unlimited","0","2026-01-01 16:14:36","2026-02-17 14:58:05"
"501","2917","243","Large","114.000",NULL,"0","unlimited","0","2026-01-01 16:14:36","2026-02-17 14:58:05"
"502","2918","244","Small","72.000",NULL,"0","unlimited","0","2026-01-01 16:30:32","2026-02-17 14:59:57"
"503","2918","244","Medium","93.000",NULL,"0","unlimited","0","2026-01-01 16:30:32","2026-02-17 14:59:57"
"504","2918","244","Large","114.000",NULL,"0","unlimited","0","2026-01-01 16:30:32","2026-02-17 14:59:57"
"511","2921","247","Small","57.000",NULL,"0","unlimited","0","2026-01-01 16:59:17","2026-02-17 14:49:05"
"512","2921","247","Medium","82.000",NULL,"0","unlimited","0","2026-01-01 16:59:17","2026-02-17 14:49:05"
"513","2921","247","Large","103.000",NULL,"0","unlimited","0","2026-01-01 16:59:17","2026-02-17 14:49:05"
"514","2922","248","Small","72.000",NULL,"0","unlimited","0","2026-01-02 13:15:19","2026-01-02 13:15:19"
"515","2922","248","Medium","93.000",NULL,"0","unlimited","0","2026-01-02 13:15:19","2026-01-02 13:15:19"
"516","2922","248","Large","114.000",NULL,"0","unlimited","0","2026-01-02 13:15:19","2026-01-02 13:15:19"
"517","3005","249","Small","161.000",NULL,"0","unlimited","0","2026-01-09 14:43:37","2026-01-09 14:43:37"
"518","3005","249","Medium","355.000",NULL,"0","unlimited","0","2026-01-09 14:43:37","2026-01-09 14:43:37"
"519","3005","249","Large","469.000",NULL,"0","unlimited","0","2026-01-09 14:43:37","2026-01-09 14:43:37"
"520","3006","250","Small","172.000",NULL,"0","unlimited","0","2026-01-09 14:55:50","2026-01-09 14:55:50"
"521","3006","250","Medium","355.000",NULL,"0","unlimited","0","2026-01-09 14:55:50","2026-01-09 14:55:50"
"522","3006","250","Large","469.000",NULL,"0","unlimited","0","2026-01-09 14:55:50","2026-01-09 14:55:50"
"523","3007","251","Small","172.000",NULL,"0","unlimited","0","2026-01-09 15:01:04","2026-01-09 15:01:04"
"524","3007","251","Medium","355.000",NULL,"0","unlimited","0","2026-01-09 15:01:04","2026-01-09 15:01:04"
"525","3007","251","Large","469.000",NULL,"0","unlimited","0","2026-01-09 15:01:04","2026-01-09 15:01:04"
"526","3008","252","Small","172.000",NULL,"0","unlimited","0","2026-01-09 15:06:38","2026-01-09 15:06:38"
"527","3008","252","Medium","355.000",NULL,"0","unlimited","0","2026-01-09 15:06:38","2026-01-09 15:06:38"
"528","3008","252","Large","469.000",NULL,"0","unlimited","0","2026-01-09 15:06:38","2026-01-09 15:06:38"
"529","3009","253","Small","207.000",NULL,"0","unlimited","0","2026-01-09 15:18:40","2026-01-09 15:18:40"
"530","3009","253","Medium","446.000",NULL,"0","unlimited","0","2026-01-09 15:18:40","2026-01-09 15:18:40"
"531","3009","253","Large","561.000",NULL,"0","unlimited","0","2026-01-09 15:18:40","2026-01-09 15:18:40"
"532","3010","254","Small","207.000",NULL,"0","unlimited","0","2026-01-09 15:22:41","2026-01-09 15:22:41"
"533","3010","254","Medium","446.000",NULL,"0","unlimited","0","2026-01-09 15:22:41","2026-01-09 15:22:41"
"534","3010","254","Large","561.000",NULL,"0","unlimited","0","2026-01-09 15:22:41","2026-01-09 15:22:41"
"535","3011","255","Small","207.000",NULL,"0","unlimited","0","2026-01-09 15:27:16","2026-01-09 15:27:16"
"536","3011","255","Medium","446.000",NULL,"0","unlimited","0","2026-01-09 15:27:16","2026-01-09 15:27:16"
"537","3011","255","Large","561.000",NULL,"0","unlimited","0","2026-01-09 15:27:16","2026-01-09 15:27:16"
"538","3012","256","Small","218.000",NULL,"0","unlimited","0","2026-01-09 15:31:03","2026-01-09 15:31:03"
"539","3012","256","Medium","446.000",NULL,"0","unlimited","0","2026-01-09 15:31:03","2026-01-09 15:31:03"
"540","3012","256","Large","561.000",NULL,"0","unlimited","0","2026-01-09 15:31:03","2026-01-09 15:31:03"
"541","3013","257","Small","229.000",NULL,"0","unlimited","0","2026-01-09 15:37:44","2026-01-09 15:37:44"
"542","3013","257","Medium","469.000",NULL,"0","unlimited","0","2026-01-09 15:37:44","2026-01-09 15:37:44"
"543","3013","257","Large","594.000",NULL,"0","unlimited","0","2026-01-09 15:37:44","2026-01-09 15:37:44"
"544","3014","258","Small","229.000",NULL,"0","unlimited","0","2026-01-09 15:50:17","2026-01-09 15:50:17"
"545","3014","258","Medium","469.000",NULL,"0","unlimited","0","2026-01-09 15:50:17","2026-01-09 15:50:17"
"546","3014","258","Large","594.000",NULL,"0","unlimited","0","2026-01-09 15:50:17","2026-01-09 15:50:17"
"547","3015","259","Small","229.000",NULL,"0","unlimited","0","2026-01-09 15:54:20","2026-01-09 15:54:20"
"548","3015","259","Medium","469.000",NULL,"0","unlimited","0","2026-01-09 15:54:20","2026-01-09 15:54:20"
"549","3015","259","Large","594.000",NULL,"0","unlimited","0","2026-01-09 15:54:20","2026-01-09 15:54:20"
"550","3016","260","Small","229.000",NULL,"0","unlimited","0","2026-01-09 16:31:25","2026-01-09 16:31:25"
"551","3016","260","Medium","469.000",NULL,"0","unlimited","0","2026-01-09 16:31:25","2026-01-09 16:31:25"
